val_loss,train_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
177.49667358398438,190.23526092529298,1733386476,,False,1,c40d5_00012,2024-12-05_02-14-36,5.19506311416626,5.19506311416626,3233538,gpua008.delta.ncsa.illinois.edu,141.142.254.8,5.19506311416626,1
160.594482421875,175.97150360107423,1733386480,,False,2,c40d5_00012,2024-12-05_02-14-40,3.341698169708252,8.536761283874512,3233538,gpua008.delta.ncsa.illinois.edu,141.142.254.8,8.536761283874512,2
140.48764038085938,160.37064514160156,1733386483,,False,3,c40d5_00012,2024-12-05_02-14-43,3.458160638809204,11.994921922683716,3233538,gpua008.delta.ncsa.illinois.edu,141.142.254.8,11.994921922683716,3
115.18848419189453,140.58925888061523,1733386486,,False,4,c40d5_00012,2024-12-05_02-14-46,3.2089192867279053,15.203841209411621,3233538,gpua008.delta.ncsa.illinois.edu,141.142.254.8,15.203841209411621,4
78.44448852539062,116.10511589050293,1733386490,,False,5,c40d5_00012,2024-12-05_02-14-50,3.4517388343811035,18.655580043792725,3233538,gpua008.delta.ncsa.illinois.edu,141.142.254.8,18.655580043792725,5
71.59639739990234,91.55719493865966,1733386493,,False,6,c40d5_00012,2024-12-05_02-14-53,3.404325008392334,22.05990505218506,3233538,gpua008.delta.ncsa.illinois.edu,141.142.254.8,22.05990505218506,6
37.591854095458984,65.9126549911499,1733386497,,False,7,c40d5_00012,2024-12-05_02-14-57,3.4769580364227295,25.536863088607788,3233538,gpua008.delta.ncsa.illinois.edu,141.142.254.8,25.536863088607788,7
20.751953125,45.83168354034424,1733386500,,False,8,c40d5_00012,2024-12-05_02-15-00,3.5560812950134277,29.092944383621216,3233538,gpua008.delta.ncsa.illinois.edu,141.142.254.8,29.092944383621216,8
25.6035099029541,37.90826587677002,1733386504,,False,9,c40d5_00012,2024-12-05_02-15-04,3.4037790298461914,32.49672341346741,3233538,gpua008.delta.ncsa.illinois.edu,141.142.254.8,32.49672341346741,9
20.482669830322266,32.89758167266846,1733386507,,True,10,c40d5_00012,2024-12-05_02-15-07,3.5643017292022705,36.06102514266968,3233538,gpua008.delta.ncsa.illinois.edu,141.142.254.8,36.06102514266968,10
