val_loss,train_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
176.8016357421875,188.60716812133788,1733385970,,False,1,c40d5_00000,2024-12-05_02-06-10,5.636081218719482,5.636081218719482,3016354,gpua008.delta.ncsa.illinois.edu,141.142.254.8,5.636081218719482,1
152.71273803710938,171.56403106689453,1733385974,,False,2,c40d5_00000,2024-12-05_02-06-14,3.53928279876709,9.175364017486572,3016354,gpua008.delta.ncsa.illinois.edu,141.142.254.8,9.175364017486572,2
128.7335205078125,150.5499201965332,1733385978,,False,3,c40d5_00000,2024-12-05_02-06-18,3.6949195861816406,12.870283603668213,3016354,gpua008.delta.ncsa.illinois.edu,141.142.254.8,12.870283603668213,3
92.96986389160156,123.09406692504882,1733385981,,False,4,c40d5_00000,2024-12-05_02-06-21,3.5333590507507324,16.403642654418945,3016354,gpua008.delta.ncsa.illinois.edu,141.142.254.8,16.403642654418945,4
77.14380645751953,94.47719406127929,1733385985,,False,5,c40d5_00000,2024-12-05_02-06-25,3.4968082904815674,19.900450944900513,3016354,gpua008.delta.ncsa.illinois.edu,141.142.254.8,19.900450944900513,5
30.935888290405273,65.8723865890503,1733385988,,False,6,c40d5_00000,2024-12-05_02-06-28,3.2362399101257324,23.136690855026245,3016354,gpua008.delta.ncsa.illinois.edu,141.142.254.8,23.136690855026245,6
21.01347541809082,45.04070621490479,1733385992,,False,7,c40d5_00000,2024-12-05_02-06-32,3.512122631072998,26.648813486099243,3016354,gpua008.delta.ncsa.illinois.edu,141.142.254.8,26.648813486099243,7
15.241777420043945,37.578502864837645,1733385995,,False,8,c40d5_00000,2024-12-05_02-06-35,3.456467628479004,30.105281114578247,3016354,gpua008.delta.ncsa.illinois.edu,141.142.254.8,30.105281114578247,8
24.83021354675293,33.532213840484616,1733385998,,False,9,c40d5_00000,2024-12-05_02-06-38,3.377659559249878,33.482940673828125,3016354,gpua008.delta.ncsa.illinois.edu,141.142.254.8,33.482940673828125,9
17.114788055419922,31.111817016601563,1733386002,,False,10,c40d5_00000,2024-12-05_02-06-42,3.3793818950653076,36.86232256889343,3016354,gpua008.delta.ncsa.illinois.edu,141.142.254.8,36.86232256889343,10
